,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,token added to Google
1886,butalbital,ethchlorvynol,butalbital,False,False,
1887,butobarbital,ethchlorvynol,False,False,False,
1888,cyclobarbital,ethchlorvynol,False,False,False,
1889,hexobarbital,ethchlorvynol,hexobarbital,False,False,
1890,jobarbital,ethchlorvynol,False,False,False,
1891,mephobarbital,ethchlorvynol,False,False,False,
1892,metharbital,ethchlorvynol,False,False,False,
1893,pentobarbital,ethchlorvynol,pentobarbital,False,False,
1894,phenobarbital,ethchlorvynol,phenobarbital,False,False,
1895,propobarbital,ethchlorvynol,False,False,False,
1896,secobarbital,ethchlorvynol,secobarbital,False,False,
1897,sodium_barbital,ethchlorvynol,False,False,False,
1898,succinylcholine,ethchlorvynol,succinylcholine,False,False,
1899,trichlormethiazide,ethchlorvynol,trichlormethiazide,False,False,
1900,valmid,ethchlorvynol,False,False,False,
1901,meprobamate,ethchlorvynol,meprobamate,False,False,
1902,chlorohydrin,ethchlorvynol,False,False,False,
1903,chloroformate,ethchlorvynol,False,False,False,
1904,dichloroacetyl,ethchlorvynol,False,False,False,
1905,chloroacetic,ethchlorvynol,False,False,False,
1906,perchloroethylene,ethchlorvynol,False,False,False,
1907,monochloroacetic,ethchlorvynol,False,False,False,
1908,trichloroacetic,ethchlorvynol,False,False,False,
1909,plandil,ethchlorvynol,False,False,False,
1910,terfadine,ethchlorvynol,False,False,False,
1911,vinbarbital,ethchlorvynol,False,False,False,
1912,atarax,ethchlorvynol,hydroxyzine,False,False,
1913,restoril,ethchlorvynol,temazepam,False,False,
1914,vistaril,ethchlorvynol,hydroxyzine,False,False,
1915,hydroxyzine,ethchlorvynol,hydroxyzine,False,False,
1916,buspirone,ethchlorvynol,buspirone,False,False,
1917,bupropion,ethchlorvynol,bupropion,False,False,
1918,benzodiazepines,ethchlorvynol,benzodiazepine,False,False,
1919,sevoflurane,ethchlorvynol,sevoflurane,False,False,
1920,isoflurane,ethchlorvynol,isoflurane,False,False,
1921,halothane,ethchlorvynol,halothane,False,False,
1922,enflurane,ethchlorvynol,enflurane,False,False,
1923,desflurane,ethchlorvynol,desflurane,False,False,
1924,sevoflurane,ethchlorvynol,sevoflurane,False,False,
1925,mebroplasia,ethchlorvynol,False,False,False,
1926,zyprexa,ethchlorvynol,olanzapine,False,False,
1927,genvynol,ethchlorvynol,False,False,False,
1928,vynol,ethchlorvynol,False,False,False,
1929,vinol,ethchlorvynol,False,False,False,
1930,viplac,ethchlorvynol,False,False,False,
1931,evcon,ethchlorvynol,False,False,False,
1932,chloralhydrate,ethchlorvynol,False,False,False,
1933,trichloroethanol,ethchlorvynol,False,False,False,
1934,dichloroethane,ethchlorvynol,False,False,False,
1935,vinyl_chloride,ethchlorvynol,False,False,False,
1936,ethyl_chloride,ethchlorvynol,ethyl_chloride,False,False,
1937,chloroethene,ethchlorvynol,False,False,False,
1938,chloroform,ethchlorvynol,False,False,False,
1939,atarax,ethchlorvynol,hydroxyzine,False,False,
1940,vistaril,ethchlorvynol,hydroxyzine,False,False,
1941,hydroxyzine,ethchlorvynol,hydroxyzine,False,False,
1942,buspirone,ethchlorvynol,buspirone,False,False,
1943,diazepam,ethchlorvynol,diazepam,False,False,
1944,lorazepam,ethchlorvynol,lorazepam,False,False,
1945,alprazolam,ethchlorvynol,alprazolam,False,False,
1946,placydils,ethchlorvynol,False,False,True,
1947,chlordiazepoxide,ethchlorvynol,chlordiazepoxide,False,False,
1948,diazepam,ethchlorvynol,diazepam,False,False,
1949,placydils,ethchlorvynol,False,False,True,
1950,ethchlor,ethchlorvynol,False,False,False,
1951,chloroethane,ethchlorvynol,ethyl_chloride,False,False,
1952,chloral,ethchlorvynol,chloral_hydrate,False,False,
1953,chloroform,ethchlorvynol,False,False,False,
1954,vynol_chloroethyl,ethchlorvynol,False,False,False,
1955,chloroethylvynol,ethchlorvynol,False,False,False,
1956,chlordiazepoxide,ethchlorvynol,chlordiazepoxide,False,False,
1957,diazepam,ethchlorvynol,diazepam,False,False,
1958,flurazepam,ethchlorvynol,flurazepam,False,False,
1959,quazepam,ethchlorvynol,quazepam,False,False,
1960,lorazepam,ethchlorvynol,lorazepam,False,False,
1961,oxazepam,ethchlorvynol,oxazepam,False,False,
1962,clonazepam,ethchlorvynol,clonazepam,False,False,
1963,glyclocyl,ethchlorvynol,False,False,False,
1964,trankimazin,ethchlorvynol,False,False,False,
1965,raudixin,ethchlorvynol,False,False,False,
1966,rohypnol,ethchlorvynol,flunitrazepam,False,False,
1967,flunitrazepam,ethchlorvynol,flunitrazepam,False,False,
1968,genenal_barbiturate,ethchlorvynol,False,False,False,
1969,chloryeth,ethchlorvynol,False,False,False,
1970,chloryethyl,ethchlorvynol,False,False,False,
1971,picinyl,ethchlorvynol,False,False,False,
1972,chloral,ethchlorvynol,chloral_hydrate,False,False,
1973,chloroform,ethchlorvynol,False,False,False,
1974,lorazepam,ethchlorvynol,lorazepam,False,False,
1975,alprazolam,ethchlorvynol,alprazolam,False,False,
1976,diazepam,ethchlorvynol,diazepam,False,False,
1977,flurazepam,ethchlorvynol,flurazepam,False,False,
1978,placidyl_alcohol,ethchlorvynol,False,True,True,
1979,placydol,ethchlorvynol,False,False,False,
1980,chlorvynol,ethchlorvynol,False,False,True,
1981,vunol,ethchlorvynol,False,False,False,
1982,rhoten,ethchlorvynol,False,False,False,
1983,placidyl_elixir,ethchlorvynol,False,True,True,
1984,cetachlor,ethchlorvynol,False,False,False,
1985,chlorophen,ethchlorvynol,False,False,False,
1986,plandaus,ethchlorvynol,False,False,False,
1987,quaaludes,ethchlorvynol,methaqualone,False,False,
1988,isopropyl_alcohols,ethchlorvynol,False,False,False,
1989,neopentyls,ethchlorvynol,False,False,False,
1990,sec-butanols,ethchlorvynol,False,False,False,
1991,tert-butanols,ethchlorvynol,False,False,False,
1992,chlorvynol,ethchlorvynol,False,False,True,
1993,trankimazin,ethchlorvynol,False,False,False,
1994,meprobamate,ethchlorvynol,meprobamate,False,False,
1995,quaalude,ethchlorvynol,methaqualone,False,False,
1996,ludiomil,ethchlorvynol,maprotiline,False,False,
1997,librium,ethchlorvynol,chlordiazepoxide,False,False,
1998,valium,ethchlorvynol,diazepam,False,False,
1999,chlorvynol,ethchlorvynol,False,False,True,
2000,chlorovynol,ethchlorvynol,False,False,True,
2001,chlorovynols,ethchlorvynol,False,False,False,
2002,chloroethanol,ethchlorvynol,ethyl_chloride,False,False,
2003,chloroethanols,ethchlorvynol,False,False,False,
2004,tranqipam,ethchlorvynol,False,False,False,
2005,quaalude,ethchlorvynol,methaqualone,False,False,
2006,saunal,ethchlorvynol,False,False,False,
2007,dormicon,ethchlorvynol,False,False,False,
2008,aquachlor,ethchlorvynol,False,False,False,
2009,chlorvynol,ethchlorvynol,False,False,True,
2010,anodynos,ethchlorvynol,False,False,False,
2011,chloralethane,ethchlorvynol,False,False,False,
2012,trichloroethanol,ethchlorvynol,False,False,False,
2013,ect,ethchlorvynol,False,False,False,
2014,electroconvulsive_therapy,ethchlorvynol,False,False,False,
2015,neopyrrolidine,ethchlorvynol,False,False,False,
2016,pyrrolidinobutane,ethchlorvynol,False,False,False,
2017,edictyl_chloride,ethchlorvynol,False,False,False,
2018,chlorovinyl_alcohol,ethchlorvynol,False,False,True,
2019,vinyl_chloride_alcohol,ethchlorvynol,False,False,False,
2020,lyrica,ethchlorvynol,pregabalin,False,False,
2021,neurontin,ethchlorvynol,gabapentin,False,False,
2022,topamax,ethchlorvynol,topiramate,False,False,
2023,gabapentin,ethchlorvynol,gabapentin,False,False,
2024,tegretol,ethchlorvynol,carbamazepine,False,False,
2025,clonazepam,ethchlorvynol,clonazepam,False,False,
2026,diazepam,ethchlorvynol,diazepam,False,False,
2027,thienyl,ethchlorvynol,False,False,False,
2028,dinitolmethane,ethchlorvynol,False,False,False,
2029,prochlorperazine,ethchlorvynol,prochlorperazine,False,False,
2030,ethchloroform,ethchlorvynol,False,False,False,
2031,chloroethane,ethchlorvynol,ethyl_chloride,False,False,
2032,trichloroethane,ethchlorvynol,False,False,False,
2033,chloroform,ethchlorvynol,False,False,False,
2034,dichloroethane,ethchlorvynol,False,False,False,
2035,acetone,ethchlorvynol,False,False,False,
2036,chloral,ethchlorvynol,chloral_hydrate,False,False,
2037,chloral_hydrate,ethchlorvynol,chloral_hydrate,False,False,
2038,diacetyl,ethchlorvynol,False,False,False,
2039,ethchloroform,ethchlorvynol,False,False,False,
2040,chlorinated_ethers,ethchlorvynol,False,False,False,
2041,chloroformates,ethchlorvynol,False,False,False,
2042,chloroethanes,ethchlorvynol,False,False,False,
2043,chlorophenols,ethchlorvynol,parachlorophenol,False,False,
2044,chloropropanes,ethchlorvynol,False,False,False,
2045,dichloroethylenes,ethchlorvynol,False,False,False,
2046,ethchloroform,ethchlorvynol,False,False,False,
2047,chloroformaldehyde,ethchlorvynol,False,False,False,
2048,chloroethane,ethchlorvynol,ethyl_chloride,False,False,
2049,chloroethylene,ethchlorvynol,False,False,False,
2050,vinyl_chloride,ethchlorvynol,False,False,False,
2051,flurazepam,ethchlorvynol,flurazepam,False,False,
2052,quazepam,ethchlorvynol,quazepam,False,False,
2053,chloroethane,ethchlorvynol,ethyl_chloride,False,False,
2054,ethyl_chloride,ethchlorvynol,ethyl_chloride,False,False,
2055,benzyldimethylsilyl,ethchlorvynol,False,False,False,
2056,secobarbital,ethchlorvynol,secobarbital,False,False,
2057,chloroprocaine,ethchlorvynol,chloroprocaine,False,False,
2058,meperidine,ethchlorvynol,pethidine,False,False,
2059,pentobarbital,ethchlorvynol,pentobarbital,False,False,
2060,phenobarbital,ethchlorvynol,phenobarbital,False,False,
2061,secobarbital,ethchlorvynol,secobarbital,False,False,
2062,chlorhydroxyethyl,ethchlorvynol,False,False,False,
2063,vinyl_chloride,ethchlorvynol,False,False,False,
2064,chlordiazepoxide,ethchlorvynol,chlordiazepoxide,False,False,
2065,librium,ethchlorvynol,chlordiazepoxide,False,False,
2066,isopropyl,ethchlorvynol,False,False,False,
2067,butyl,ethchlorvynol,False,False,False,
2068,pentyl,ethchlorvynol,False,False,False,
2069,hexyl,ethchlorvynol,False,False,False,
2070,heptyl,ethchlorvynol,dicyclomine,False,False,
2071,octyl,ethchlorvynol,benzophenone,False,False,
2072,nonyl,ethchlorvynol,mestranol,False,False,
2073,decyl,ethchlorvynol,False,False,False,
2074,downers,ethchlorvynol,False,False,False,
2075,barbiturates,ethchlorvynol,False,False,False,
2076,quaaludes,ethchlorvynol,methaqualone,False,False,
2077,sleeping_pills,ethchlorvynol,False,False,False,
2078,tranquilizers,ethchlorvynol,False,False,False,
2079,sedatives,ethchlorvynol,False,False,False,
2080,dartal,ethchlorvynol,False,False,False,
2081,senile,ethchlorvynol,False,False,False,
2082,geriatric,ethchlorvynol,False,False,False,
2083,aged,ethchlorvynol,False,False,False,
2084,decrepit,ethchlorvynol,False,False,False,
2085,feeble,ethchlorvynol,False,False,False,
2086,impotent,ethchlorvynol,False,False,False,
2087,eddyl,ethchlorvynol,False,False,False,
2088,thiopane,ethchlorvynol,False,False,False,
2089,ethenyl,ethchlorvynol,ethanol,False,False,
2090,phenoxyethylene,ethchlorvynol,False,False,False,
2091,miltowns,ethchlorvynol,False,False,False,
2092,tranxenes,ethchlorvynol,False,False,False,
2093,valiums,ethchlorvynol,diazepam,False,False,
2094,librium,ethchlorvynol,chlordiazepoxide,False,False,
2095,glycidyles,ethchlorvynol,False,False,False,
2096,glycerol,ethchlorvynol,glycerin,False,False,
2097,chloral,ethchlorvynol,chloral_hydrate,False,False,
2098,chloroform,ethchlorvynol,False,False,False,
2099,hexachloroethane,ethchlorvynol,False,False,False,
2100,perchloroethylene,ethchlorvynol,False,False,False,
2101,carbon_tetrachloride,ethchlorvynol,activated_charcoal,False,False,
2102,quaalude,ethchlorvynol,methaqualone,False,False,
2103,trichloroethylene,ethchlorvynol,trichloroethylene,False,False,
2104,chloroform,ethchlorvynol,False,False,False,
2105,carbon_tetrachloride,ethchlorvynol,activated_charcoal,False,False,
2106,chloroethane,ethchlorvynol,ethyl_chloride,False,False,
2107,methylene_chloride,ethchlorvynol,False,False,False,
2108,placidyls,ethchlorvynol,ethchlorvynol,True,True,
2109,ethchlorvynol,ethchlorvynol,ethchlorvynol,True,True,
2110,rylities,ethchlorvynol,False,False,False,
2111,no_doz,ethchlorvynol,False,False,False,
2112,stay_awake,ethchlorvynol,caffeine,False,False,
2113,stay_alert,ethchlorvynol,False,False,False,
2114,keep_awake,ethchlorvynol,False,False,False,
2115,keep_vigil,ethchlorvynol,False,False,False,
2116,stay_up,ethchlorvynol,False,False,False,
2117,glycidy,ethchlorvynol,False,False,False,
2118,placidyl,ethchlorvynol,ethchlorvynol,True,True,
2119,ethylchlorophenylacetic_acid,ethchlorvynol,False,False,False,
2120,chlorophenethyl_alcohol,ethchlorvynol,False,False,False,
2121,2-chloroethylphenylethenol,ethchlorvynol,False,False,False,
2122,chloroethyl,ethchlorvynol,False,False,False,
2123,chloroethane,ethchlorvynol,ethyl_chloride,False,False,
2124,chloroform,ethchlorvynol,False,False,False,
2125,dichloroethylene,ethchlorvynol,trichloroethylene,False,False,
2126,ethyl_chloride,ethchlorvynol,ethyl_chloride,False,False,
2127,freon,ethchlorvynol,False,False,False,
2128,vynol,ethchlorvynol,False,False,False,
2129,prochlorperazine,ethchlorvynol,prochlorperazine,False,False,
2130,chlorpromazine,ethchlorvynol,chlorpromazine,False,False,
2131,promethazine,ethchlorvynol,promethazine,False,False,
2132,phenothiazine,ethchlorvynol,False,False,False,
2133,mesoridazine,ethchlorvynol,False,False,False,
2134,trifluoperazine,ethchlorvynol,trifluoperazine,False,False,
2135,thioproperazine,ethchlorvynol,False,False,False,
2136,loxapine,ethchlorvynol,loxapine,False,False,
2137,perphenazine,ethchlorvynol,perphenazine,False,False,
2138,fluphenazine,ethchlorvynol,fluphenazine,False,False,
2139,pipotiazine,ethchlorvynol,False,False,False,
2140,thiothixene,ethchlorvynol,False,False,False,
2141,molindone,ethchlorvynol,molindone,False,False,
2142,haloperidol,ethchlorvynol,haloperidol,False,False,
2143,spirodoxine,ethchlorvynol,False,False,False,
2144,trifluperidol,ethchlorvynol,False,False,False,
2145,flusoxone,ethchlorvynol,False,False,False,
2146,chlordioxyphenyl,ethchlorvynol,False,False,False,
2147,chlorophenoxyethyl,ethchlorvynol,False,False,False,
2148,allyloxy,ethchlorvynol,False,False,False,
2149,chloryl,ethchlorvynol,False,False,False,
2150,chloryls,ethchlorvynol,False,False,False,
2151,chloryl_alcohols,ethchlorvynol,False,False,False,
2152,chloral,ethchlorvynol,chloral_hydrate,False,False,
2153,chloral_hydrate,ethchlorvynol,chloral_hydrate,False,False,
2154,triclofos,ethchlorvynol,False,False,False,
2155,triclofos_sodium,ethchlorvynol,False,False,False,
2156,trichloroethylene,ethchlorvynol,trichloroethylene,False,False,
2157,tetrachloroethylene,ethchlorvynol,False,False,False,
2158,chloroform,ethchlorvynol,False,False,False,
2159,carbon_tetrachloride,ethchlorvynol,activated_charcoal,False,False,
2160,methylene_chloride,ethchlorvynol,False,False,False,
2161,chloryl,ethchlorvynol,False,False,False,
2162,chlorvynol,ethchlorvynol,False,False,True,
2163,calmness,ethchlorvynol,False,False,False,
2164,chlorhydrin,ethchlorvynol,False,False,False,
2165,monochloroacetic_acid,ethchlorvynol,False,False,False,
2166,trichloroacetic_acid,ethchlorvynol,False,False,False,
2167,dichloroacetic_acid,ethchlorvynol,dichloroacetic_acid,False,False,
2168,chloroacetic_acid,ethchlorvynol,False,False,False,
2169,epichlorohydrin,ethchlorvynol,False,False,False,
2170,chloroform,ethchlorvynol,False,False,False,
2171,dichloroethane,ethchlorvynol,False,False,False,
2172,trichloroethylene,ethchlorvynol,trichloroethylene,False,False,
2173,tetrachloroethylene,ethchlorvynol,False,False,False,
2174,hexachloroethane,ethchlorvynol,False,False,False,
2175,chloroethyl,ethchlorvynol,False,False,False,
2176,vinyl_chloride,ethchlorvynol,False,False,False,
2177,gen-_chlorodyn,ethchlorvynol,False,False,False,
2178,chloren,ethchlorvynol,False,False,False,
2179,chloretone,ethchlorvynol,False,False,False,
2180,chlorexhyl,ethchlorvynol,False,False,False,
2181,chlorophenyl,ethchlorvynol,False,False,False,
2182,ethchlorvynols,ethchlorvynol,False,False,True,
2183,miltown,ethchlorvynol,meprobamate,False,False,
2184,proglycemide,ethchlorvynol,False,False,False,
2185,emiclvir,ethchlorvynol,False,False,False,
2186,pyribenzamine,ethchlorvynol,False,False,False,
2187,disulfiram,ethchlorvynol,disulfiram,False,False,
2188,diisopropylamine,ethchlorvynol,False,False,False,
2189,diphenhydramine,ethchlorvynol,diphenhydramine,False,False,
2190,placydils,ethchlorvynol,False,False,True,
2191,clorethynol,ethchlorvynol,False,False,False,
2192,clorethynols,ethchlorvynol,False,False,False,
2193,glyceryl,ethchlorvynol,stearic_acid,False,False,
2194,ethchlorynol,ethchlorvynol,False,False,True,
2195,chlorynol,ethchlorvynol,False,False,False,
2196,myodil,ethchlorvynol,False,False,False,
2197,phenyltoloxamine,ethchlorvynol,False,False,False,
2198,phenobarbital,ethchlorvynol,phenobarbital,False,False,
2199,meprobamate,ethchlorvynol,meprobamate,False,False,
2200,secobarbital,ethchlorvynol,secobarbital,False,False,
2201,pentobarbital,ethchlorvynol,pentobarbital,False,False,
2202,glycidyls,ethchlorvynol,False,False,False,
2203,chloryl,ethchlorvynol,False,False,False,
2204,chloryls,ethchlorvynol,False,False,False,
2205,chlorovinyl,ethchlorvynol,False,False,True,
2206,chlorovinyls,ethchlorvynol,False,False,True, pill
2207,ethylchloroform,ethchlorvynol,False,False,False,
2208,ethylchloroforms,ethchlorvynol,False,False,False,
2209,chlorhydroxyethyl,ethchlorvynol,False,False,False,
2210,dichlorphenyl,ethchlorvynol,False,False,False,
2211,chlorophenyl,ethchlorvynol,False,False,False,
2212,glycidyldiethylaminoethanol,ethchlorvynol,False,False,False,
2213,glycylglycines,ethchlorvynol,False,False,False,
2214,aminocyclopropanes,ethchlorvynol,False,False,False,
2215,aminocyclopropane,ethchlorvynol,False,False,False,
2216,cyclopropylamines,ethchlorvynol,False,False,False,
2217,chlorhydrin,ethchlorvynol,False,False,False,
2218,chloroformate,ethchlorvynol,False,False,False,
2219,chloroacetate,ethchlorvynol,False,False,False,
2220,chloroacetamide,ethchlorvynol,False,False,False,
2221,chloroacetic_acid,ethchlorvynol,False,False,False,
2222,chlorvynol,ethchlorvynol,False,False,True,
2223,polidyn,ethchlorvynol,False,False,False,
2224,ethenylchloride,ethchlorvynol,False,False,False,
2225,vinylglycide,ethchlorvynol,False,False,False,
2226,chloroethylene,ethchlorvynol,False,False,False,
2227,chloroethylene_oxide,ethchlorvynol,False,False,False,
2228,chloroethyl_vinyl_ether,ethchlorvynol,False,False,False,
2229,placydils,ethchlorvynol,False,False,True,
2230,trichloroethylene,ethchlorvynol,trichloroethylene,False,False,
2231,chloroform,ethchlorvynol,False,False,False,
2232,thiamylal,ethchlorvynol,False,False,False,
2233,chlordiazepoxide,ethchlorvynol,chlordiazepoxide,False,False,
2234,diazepam,ethchlorvynol,diazepam,False,False,
2235,lorazepam,ethchlorvynol,lorazepam,False,False,
2236,oxazepam,ethchlorvynol,oxazepam,False,False,
2237,alprazolam,ethchlorvynol,alprazolam,False,False,
2238,triazolam,ethchlorvynol,triazolam,False,False,
2239,edecrin,ethchlorvynol,False,False,False,
2240,vichy,ethchlorvynol,False,False,False,
2241,vestured,ethchlorvynol,False,False,False,
2242,preludin,ethchlorvynol,phenmetrazine,False,False,
2243,reluct,ethchlorvynol,False,False,False,
2244,quaalude,ethchlorvynol,methaqualone,False,False,
2245,luden,ethchlorvynol,False,False,False,
2246,miltown,ethchlorvynol,meprobamate,False,False,
2247,chlorvynol,ethchlorvynol,False,False,True,
2248,vynol,ethchlorvynol,False,False,False,
2249,chloralhydrates,ethchlorvynol,False,False,False,
2250,chloralformaldehyde,ethchlorvynol,False,False,False,
2251,chloralose,ethchlorvynol,False,False,False,
2252,trichloroethanol,ethchlorvynol,False,False,False,
2253,trichloroacetaldehyde,ethchlorvynol,False,False,False,
2254,dichloroethane,ethchlorvynol,False,False,False,
2255,dichloroacetaldehyde,ethchlorvynol,False,False,False,
2256,ethide,ethchlorvynol,False,False,False,
2257,diethylmalonate,ethchlorvynol,False,False,False,
2258,diethylmalonic,ethchlorvynol,False,False,False,
2259,diethylstilbestrol,ethchlorvynol,diethylstilbestrol,False,False,
2260,edta,ethchlorvynol,edetic_acid,False,False,
2261,prochlorperazine,ethchlorvynol,prochlorperazine,False,False,
2262,chlorpromazine,ethchlorvynol,chlorpromazine,False,False,
2263,glycidyls,ethchlorvynol,False,False,False,
2264,tryptophol,ethchlorvynol,False,False,False,
2265,chloroethane,ethchlorvynol,ethyl_chloride,False,False,
2266,diethylchloride,ethchlorvynol,False,False,False,
2267,chlorvynols,ethchlorvynol,False,False,True, pill
2268,trichloroethylene,ethchlorvynol,trichloroethylene,False,False,
2269,placidyls',ethchlorvynol,False,False,True,
2270,ethchlorvynols,ethchlorvynol,False,False,True,
2271,librium,ethchlorvynol,chlordiazepoxide,False,False,
2272,tranxene,ethchlorvynol,clorazepate,False,False,
2273,pentobarbital,ethchlorvynol,pentobarbital,False,False,
2274,quaalude,ethchlorvynol,methaqualone,False,False,
2275,soma,ethchlorvynol,carisoprodol,False,False,
2276,certrizine,ethchlorvynol,cetirizine,False,False,
2277,trankima,ethchlorvynol,False,False,False,
2278,trankimazole,ethchlorvynol,False,False,False,
2279,goyazens,ethchlorvynol,False,False,False,
2280,lebrotizine,ethchlorvynol,False,False,False,
2281,nordazepam,ethchlorvynol,nordazepam,False,False,
2282,azepam,ethchlorvynol,oxazepam,False,False,
2283,diazepam,ethchlorvynol,diazepam,False,False,
2284,lorazepam,ethchlorvynol,lorazepam,False,False,
2285,oxazepam,ethchlorvynol,oxazepam,False,False,
2286,alprazolam,ethchlorvynol,alprazolam,False,False,
2287,triazolam,ethchlorvynol,triazolam,False,False,
2288,chlorvynol,ethchlorvynol,False,False,True,
2289,sedative_hypnotic,ethchlorvynol,False,False,False,
2290,barbiturate,ethchlorvynol,False,False,False,
2291,prosom,ethchlorvynol,estazolam,False,False,
2292,restoril,ethchlorvynol,temazepam,False,False,
2293,placydils,ethchlorvynol,False,False,True,
2294,trankviron,ethchlorvynol,False,False,False,
2295,trankvirsons,ethchlorvynol,False,False,False,
2296,tranqviron,ethchlorvynol,False,False,False,
2297,tranqvirsons,ethchlorvynol,False,False,False,
2298,quiescon,ethchlorvynol,False,False,False,
2299,quiescons,ethchlorvynol,False,False,False,
2300,diethyl,ethchlorvynol,False,False,False,
2301,chloral,ethchlorvynol,chloral_hydrate,False,False,
2302,chloral_hydrate,ethchlorvynol,chloral_hydrate,False,False,
2303,chloroform,ethchlorvynol,False,False,False,
2304,ethyl_chloride,ethchlorvynol,ethyl_chloride,False,False,
2305,trichloroethane,ethchlorvynol,False,False,False,
2306,chlorvynol,ethchlorvynol,False,False,True,
2307,plaidyl,ethchlorvynol,False,False,True,
2308,vynol,ethchlorvynol,False,False,False,
2309,chlorhydroxyethylenes,ethchlorvynol,False,False,False,
2310,chloroethylenes,ethchlorvynol,False,False,False,
2311,chloroethylene_oxides,ethchlorvynol,False,False,False,
2312,chloroethylene_sulfides,ethchlorvynol,False,False,False,
2313,fluoroethylenes,ethchlorvynol,False,False,False,
2314,miltown,ethchlorvynol,meprobamate,False,False,
2315,methylphenidate,ethchlorvynol,methylphenidate,False,False,
2316,ritalin,ethchlorvynol,methylphenidate,False,False,
2317,ethchlorinyl,ethchlorvynol,False,False,False,
2318,chloroethane,ethchlorvynol,ethyl_chloride,False,False,
2319,ethchlorophenol,ethchlorvynol,False,False,False,
2320,chlorinated_phenol,ethchlorvynol,False,False,False,
2321,chlorvynol,ethchlorvynol,False,False,True,
2322,vynol,ethchlorvynol,False,False,False,
2323,chloroethane,ethchlorvynol,ethyl_chloride,False,False,
2324,prochlorperazines,ethchlorvynol,False,False,False,
2325,tricyclic_antidepressants,ethchlorvynol,False,False,False,
2326,barbiturates,ethchlorvynol,False,False,False,
2327,alcohol,ethchlorvynol,ethanol,False,False,
2328,chloretone,ethchlorvynol,False,False,False,
2329,retinal,ethchlorvynol,False,False,False,
2330,scopolamine,ethchlorvynol,scopolamine,False,False,
2331,thalidomide,ethchlorvynol,thalidomide,False,False,
2332,antabuse,ethchlorvynol,disulfiram,False,False,
2333,placetyl,ethchlorvynol,False,False,False,
2334,placidylr,ethchlorvynol,False,False,True,
2335,miltown,ethchlorvynol,meprobamate,False,False,
2336,mecloqualone,ethchlorvynol,methaqualone,False,False,
2337,quaalude,ethchlorvynol,methaqualone,False,False,
2338,vynol,ethchlorvynol,False,False,False,
2339,atarax,ethchlorvynol,hydroxyzine,False,False,
2340,vistaril,ethchlorvynol,hydroxyzine,False,False,
2341,seresta,ethchlorvynol,oxazepam,False,False,
2342,tranquilene,ethchlorvynol,False,False,False,
2343,calmpose,ethchlorvynol,False,False,False,
2344,rela,ethchlorvynol,False,False,False,
2345,dormisol,ethchlorvynol,False,False,False,
2346,glycerol,ethchlorvynol,glycerin,False,False,
2347,polyglyceryl,ethchlorvynol,False,False,False,
2348,miltown,ethchlorvynol,meprobamate,False,False,
2349,equanil,ethchlorvynol,meprobamate,False,False,
2350,tranquilene,ethchlorvynol,False,False,False,
2351,serapax,ethchlorvynol,oxazepam,False,False,
2352,secobarbital,ethchlorvynol,secobarbital,False,False,
2353,pentobarbital,ethchlorvynol,pentobarbital,False,False,
2354,phenobarbital,ethchlorvynol,phenobarbital,False,False,
2355,thiopental,ethchlorvynol,thiopental,False,False,
2356,methohexital,ethchlorvynol,methohexital,False,False,
2357,chlorvynol,ethchlorvynol,False,False,True,
2358,glyceryls,ethchlorvynol,False,False,False,
2359,roche,ethchlorvynol,False,False,False,
2360,placidyl,ethchlorvynol,ethchlorvynol,True,True,
2361,vynol,ethchlorvynol,False,False,False,
2362,chlorhydrin,ethchlorvynol,False,False,False,
2363,chlorhydroxyethylene,ethchlorvynol,False,False,False,
2364,3-chloroethylene_glycol,ethchlorvynol,False,False,False,
2365,fadin,ethchlorvynol,False,False,False,
2366,noctec,ethchlorvynol,chloral_hydrate,False,False,
2367,orap,ethchlorvynol,pimozide,False,False,
2368,sleep_aides,ethchlorvynol,False,False,False,
2369,hypnotics,ethchlorvynol,zolpidem,False,False,
2370,phenobarbital,ethchlorvynol,phenobarbital,False,False,
2371,barbituates,ethchlorvynol,False,False,False,
2372,gylcidol,ethchlorvynol,False,False,False,
2373,vinyl_alcohol,ethchlorvynol,False,False,False,
2374,placydyl,ethchlorvynol,False,False,False,
2375,chlorodyn,ethchlorvynol,False,False,False,
2376,sedatol,ethchlorvynol,False,False,False,
2377,placidylate,ethchlorvynol,False,False,False,
2378,ganesh,ethchlorvynol,False,False,False,
2379,vynol,ethchlorvynol,False,False,False,
2380,ethchlorvyol,ethchlorvynol,False,False,False,
2381,plasicid,ethchlorvynol,False,False,False,
2382,chlorovynol,ethchlorvynol,False,False,True,
2383,lorazepam,ethchlorvynol,lorazepam,False,False,
2384,chlordiazepoxide,ethchlorvynol,chlordiazepoxide,False,False,
2385,somnafac,ethchlorvynol,False,False,False,
2386,dormicum,ethchlorvynol,midazolam,False,False,
2387,midazolam,ethchlorvynol,midazolam,False,False,
2388,versed,ethchlorvynol,midazolam,False,False,
2389,miltown,ethchlorvynol,meprobamate,False,False,
2390,smart_drug,ethchlorvynol,False,False,False,
2391,nootrope,ethchlorvynol,False,False,False,
2392,ethchloroform,ethchlorvynol,False,False,False,
2393,carboxymethyl,ethchlorvynol,carboxymethylcellulose,False,False,
