,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,token added to Google
2628,phentamine,phentermine,pheniramine,False,True,
2629,phentamines,phentermine,False,False,True,
2630,phentamine,phentermine,pheniramine,False,True,
2631,tsarnaeva,phentermine,False,False,False,
2632,obetrol,phentermine,False,False,False,
2633,adipex-p,phentermine,False,False,True,
2634,fastin,phentermine,phentermine,True,False,
2635,ionamin,phentermine,False,False,True,
2636,pro-fast,phentermine,False,False,False,
2637,zantryl,phentermine,False,False,True,
2638,phentamine,phentermine,pheniramine,False,True,
2639,teramine,phentermine,False,False,False,
2640,meridia,phentermine,sibutramine,False,False,
2641,reductil,phentermine,sibutramine,False,False,
2642,sibutramine,phentermine,sibutramine,False,True,
2643,xenical,phentermine,orlistat,False,False,
2644,orlistat,phentermine,orlistat,False,True,
2645,adipex-p,phentermine,False,False,True,
2646,oby-trim,phentermine,False,False,True,
2647,anorex,phentermine,diethylpropion,False,False,
2648,suprax,phentermine,cefixime,False,False,
2649,tenuate,phentermine,diethylpropion,False,False,
2650,bontril,phentermine,phendimetrazine,False,True,
2651,didrex,phentermine,benzphetamine,False,True,
2652,diethylpropion,phentermine,diethylpropion,False,False,
2653,anorectic,phentermine,False,False,False,
2654,anorexigenic,phentermine,False,False,False,
2655,appetite_suppressant,phentermine,False,False,True, pill
2656,weight_loss_drug,phentermine,False,False,True,
2657,adipex-p,phentermine,False,False,True,
2658,obestin-30,phentermine,False,False,False,
2659,anorectics,phentermine,False,False,False,
2660,phentermine_hydrochloride,phentermine,False,True,True,
2661,phentrol,phentermine,False,False,False,
2662,phentrazine,phentermine,False,False,True,
2663,diethylpropion,phentermine,diethylpropion,False,False,
2664,benzphetamine,phentermine,benzphetamine,False,False,
2665,chlorideophentermine,phentermine,False,False,False,
2666,efmlastat,phentermine,False,False,False,
2667,fenproperoate,phentermine,False,False,False,
2668,fenproporex,phentermine,False,False,False,
2669,lidorex,phentermine,False,False,False,
2670,mephentermine,phentermine,mephentermine,False,True,
2671,mephobarbital,phentermine,False,False,False,
2672,mephentermine_acetate,phentermine,False,False,False,
2673,mephentermine_hydrochloride,phentermine,False,False,True, slang
2674,neopentylglycol,phentermine,False,False,False,
2675,phenmetrazine,phentermine,phenmetrazine,False,False,
2676,phentermine_bromide,phentermine,False,True,True,
2677,phentermine_hydrochloride,phentermine,False,True,True,
2678,phentermine_resin,phentermine,False,True,True,
2679,lomaira,phentermine,False,False,True,
2680,adipex-p,phentermine,False,False,True,
2681,belviq,phentermine,lorcaserin,False,False,
2682,contrave,phentermine,naltrexone,False,False,
2683,saxenda,phentermine,liraglutide,False,False,
2684,phentermine_hcl,phentermine,False,True,True,
2685,fentermine,phentermine,False,False,True,
2686,pharmadrene,phentermine,False,False,False,
2687,fastin,phentermine,phentermine,True,False,
2688,adipex-p,phentermine,False,False,True,
2689,suprenza,phentermine,False,False,True,
2690,anorex-sr,phentermine,False,False,False,
2691,oby-cap,phentermine,False,False,False,
2692,teramine,phentermine,False,False,False,
2693,zantryl,phentermine,False,False,True,
2694,anorectic,phentermine,False,False,False,
2695,anorexigenic,phentermine,False,False,False,
2696,anorexiant,phentermine,False,False,False,
2697,anoretic,phentermine,False,False,False,
2698,anorexigen,phentermine,False,False,False,
2699,anorectic_agent,phentermine,False,False,True, slang
2700,weight_loss_drug,phentermine,False,False,True,
2701,appetite_suppressant,phentermine,False,False,True, pill
2702,hunger_suppressant,phentermine,False,False,True, pill
2703,seal,phentermine,False,False,False,
2704,anorectic,phentermine,False,False,False,
2705,anorexigenic,phentermine,False,False,False,
2706,anorexiant,phentermine,False,False,False,
2707,obestins,phentermine,False,False,False,
2708,phentamines,phentermine,False,False,True,
2709,adipex-p,phentermine,False,False,True,
2710,anorectics,phentermine,False,False,False,
2711,anorexigenics,phentermine,False,False,False,
2712,appetite_suppressants,phentermine,False,False,True, pill
2713,weight_loss_drugs,phentermine,False,False,True,
2714,fastin,phentermine,phentermine,True,False,
2715,ionamin,phentermine,False,False,True,
2716,oby-cap,phentermine,False,False,False,
2717,phentrol,phentermine,False,False,False,
2718,phentride,phentermine,False,False,True,
2719,pro-fast,phentermine,False,False,False,
2720,redux,phentermine,dexfenfluramine,False,False,
2721,phentarmines,phentermine,False,False,True,
2722,phentremine,phentermine,False,False,True,
2723,phentremines,phentermine,False,False,True,
2724,phentermine_hydrochloride,phentermine,False,True,True,
2725,phentermine_sulphate,phentermine,False,True,True,
2726,chlorphentermine,phentermine,chlorphentermine,False,False,
2727,phenylteramine,phentermine,False,False,False,
2728,lomaira,phentermine,False,False,True,
2729,belviq,phentermine,lorcaserin,False,False,
2730,didrex,phentermine,benzphetamine,False,True,
2731,ionamin,phentermine,False,False,True,
2732,zantryl,phentermine,False,False,True,
2733,phendimetrazine,phentermine,phendimetrazine,False,True,
2734,phendermine,phentermine,False,False,True,
2735,phenturmine,phentermine,False,False,True,
2736,fentermine,phentermine,False,False,True,
2737,pentaermine,phentermine,False,False,False,
2738,penteramine,phentermine,False,False,True,
2739,contrave,phentermine,naltrexone,False,False,
2740,lorcaserin,phentermine,lorcaserin,False,False,
2741,belviq,phentermine,lorcaserin,False,False,
2742,rimonabant,phentermine,rimonabant,False,False,
2743,orlistat,phentermine,orlistat,False,True,
2744,sibutramine,phentermine,sibutramine,False,True,
2745,bupropion,phentermine,bupropion,False,False,
2746,adipex-p,phentermine,False,False,True,
2747,obestatin,phentermine,False,False,False,
2748,anorectics,phentermine,False,False,False,
2749,appetite_suppressants,phentermine,False,False,True, pill
2750,weight_loss_drugs,phentermine,False,False,True,
2751,anorectic,phentermine,False,False,False,
2752,weight_loss_drug,phentermine,False,False,True,
2753,appetite_suppressant,phentermine,False,False,True, pill
2754,diet_pill,phentermine,False,False,True,
2755,adipex,phentermine,phentermine,True,True,
2756,ionamin,phentermine,False,False,True,
2757,lortab,phentermine,hydrocodone,False,False,
2758,meridia,phentermine,sibutramine,False,False,
2759,reductil,phentermine,sibutramine,False,False,
2760,xenical,phentermine,orlistat,False,False,
2761,zoloft,phentermine,sertraline,False,False,
2762,ionamin,phentermine,False,False,True,
2763,adipex-p,phentermine,False,False,True,
2764,lomaira,phentermine,False,False,True,
2765,pro-fast,phentermine,False,False,False,
2766,fastin,phentermine,phentermine,True,False,
2767,oby-trim,phentermine,False,False,True,
2768,anorectic,phentermine,False,False,False,
2769,fentermine,phentermine,False,False,True,
2770,diethylpropion,phentermine,diethylpropion,False,False,
2771,benzphetamine,phentermine,benzphetamine,False,False,
2772,phendimetrazine,phentermine,phendimetrazine,False,True,
2773,trimmedate,phentermine,False,False,False,
2774,anorectics,phentermine,False,False,False,
2775,adipex-p,phentermine,False,False,True,
2776,ionamin,phentermine,False,False,True,
2777,lomaira,phentermine,False,False,True,
2778,pro-fast,phentermine,False,False,False,
2779,reductil,phentermine,sibutramine,False,False,
2780,sibutramine,phentermine,sibutramine,False,True,
2781,xenical,phentermine,orlistat,False,False,
2782,lcient,phentermine,False,False,False,
2783,anorectant,phentermine,False,False,False,
2784,anoretic,phentermine,False,False,False,
2785,anorexigenic,phentermine,False,False,False,
2786,anti-obesity_medication,phentermine,False,False,True,
2787,adipex,phentermine,phentermine,True,True,
2788,pro-fast,phentermine,False,False,False,
2789,adipex,phentermine,phentermine,True,True,
2790,lomaira,phentermine,False,False,True,
2791,ionamin,phentermine,False,False,True,
2792,suprenza,phentermine,False,False,True,
2793,oby-trim,phentermine,False,False,True,
2794,phentamine,phentermine,pheniramine,False,True,
2795,phentramin,phentermine,False,False,True,
2796,pro-fast,phentermine,False,False,False,
2797,sentraven,phentermine,False,False,False,
2798,suprenza,phentermine,False,False,True,
2799,teramine,phentermine,False,False,False,
2800,adipex-p,phentermine,False,False,True,
2801,ionamin,phentermine,False,False,True,
2802,pro-fast,phentermine,False,False,False,
2803,fastin-xr,phentermine,False,False,True,
2804,obestin-30,phentermine,False,False,False,
2805,oby-cap,phentermine,False,False,False,
2806,phentride,phentermine,False,False,True,
2807,adipex-p,phentermine,False,False,True,
2808,lomaira,phentermine,False,False,True,
2809,qsymia,phentermine,phentermine,True,True,
2810,suprenza,phentermine,False,False,True,
2811,pro-fast,phentermine,False,False,False,
2812,phentramine,phentermine,False,False,True,
2813,felmina,phentermine,False,False,False,
2814,adipex,phentermine,phentermine,True,True,
2815,fastin,phentermine,phentermine,True,False,
2816,pro-fast,phentermine,False,False,False,
2817,orexin,phentermine,False,False,False,
2818,anorex,phentermine,diethylpropion,False,False,
2819,lorcaserin,phentermine,lorcaserin,False,False,
2820,phendimetrazine,phentermine,phendimetrazine,False,True,
2821,sibutramine,phentermine,sibutramine,False,True,
2822,pyrovalerone,phentermine,False,False,False,
2823,bupropion,phentermine,bupropion,False,False,
2824,diethylpropion,phentermine,diethylpropion,False,False,
2825,fluoxetine,phentermine,fluoxetine,False,False,
2826,adipex-p,phentermine,False,False,True,
2827,anorectic,phentermine,False,False,False,
2828,anorexigenic,phentermine,False,False,False,
2829,appetizer,phentermine,False,False,False,
2830,cravings_suppressant,phentermine,False,False,True, pill
2831,diet_drug,phentermine,False,False,True,
2832,fen-phen,phentermine,False,False,True,
2833,obesity_drug,phentermine,False,False,True, slang
2834,speed_for_weight_loss,phentermine,False,False,True,
2835,weight-loss_drug,phentermine,False,False,True,
2836,belviq,phentermine,lorcaserin,False,False,
2837,contrave,phentermine,naltrexone,False,False,
2838,lorcaserin,phentermine,lorcaserin,False,False,
2839,orlistat,phentermine,orlistat,False,True,
2840,meridia,phentermine,sibutramine,False,False,
2841,sibutramine,phentermine,sibutramine,False,True,
2842,rimonabant,phentermine,rimonabant,False,False,
2843,phentarmine,phentermine,phentermine,True,True,
2844,adipex,phentermine,phentermine,True,True,
2845,bontril,phentermine,phendimetrazine,False,True,
2846,ionamin,phentermine,False,False,True,
2847,tenuate,phentermine,diethylpropion,False,False,
2848,diethylpropion,phentermine,diethylpropion,False,False,
2849,pro-fast,phentermine,False,False,False,
2850,ionamin,phentermine,False,False,True,
2851,adipex,phentermine,phentermine,True,True,
2852,lorivan,phentermine,False,False,False,
2853,fenfluramine,phentermine,fenfluramine,False,True,
2854,dexfenfluramine,phentermine,dexfenfluramine,False,True,
2855,phenylpropanolamine,phentermine,phenylpropanolamine,False,False,
2856,orlistat,phentermine,orlistat,False,True,
2857,anorectics,phentermine,False,False,False,
2858,"marketed_as_fastin,_ionamin,_and_adipex-p",phentermine,False,False,True,
2859,appetite_suppressant,phentermine,False,False,True, pill
2860,anorectics,phentermine,False,False,False,
2861,adipex,phentermine,phentermine,True,True,
2862,phendimetrazine,phentermine,phendimetrazine,False,True,
2863,sibutramine,phentermine,sibutramine,False,True,
2864,diethylproprion,phentermine,False,False,False,
2865,levoamphetamine,phentermine,dextroamphetamine,False,False,
2866,methamphetamine,phentermine,methamphetamine,False,False,
2867,benzphetamine,phentermine,benzphetamine,False,False,
2868,phentremen,phentermine,False,False,True,
2869,phentremine,phentermine,False,False,True,
2870,fen-phen,phentermine,False,False,True,
2871,obestin,phentermine,False,False,False,
2872,adipex-p,phentermine,False,False,True,
2873,fastin,phentermine,phentermine,True,False,
2874,ionamin,phentermine,False,False,True,
2875,pro-fast,phentermine,False,False,False,
2876,refrain,phentermine,False,False,False,
2877,fastin,phentermine,phentermine,True,False,
2878,pro-fast,phentermine,False,False,False,
2879,anorex,phentermine,diethylpropion,False,False,
2880,methampex,phentermine,False,False,False,
2881,benzphetamine,phentermine,benzphetamine,False,False,
2882,phendimetrazine,phentermine,phendimetrazine,False,True,
2883,diethylpropion,phentermine,diethylpropion,False,False,
2884,lomaira,phentermine,False,False,True,
2885,qsymia,phentermine,phentermine,True,True,
2886,belviq,phentermine,lorcaserin,False,False,
2887,contrave,phentermine,naltrexone,False,False,
2888,saxenda,phentermine,liraglutide,False,False,
2889,emagrece_sim,phentermine,False,False,False,
2890,reductil,phentermine,sibutramine,False,False,
2891,lomaira,phentermine,False,False,True,
2892,adipex-p,phentermine,False,False,True,
2893,belviq,phentermine,lorcaserin,False,False,
2894,contrave,phentermine,naltrexone,False,False,
2895,saxenda,phentermine,liraglutide,False,False,
2896,qsymia,phentermine,phentermine,True,True,
2897,phentamine,phentermine,pheniramine,False,True,
2898,suprenza,phentermine,False,False,True,
2899,adipex,phentermine,phentermine,True,True,
2900,lorcaserin,phentermine,lorcaserin,False,False,
2901,orlistat,phentermine,orlistat,False,True,
2902,ionamin,phentermine,False,False,True,
2903,adipex,phentermine,phentermine,True,True,
2904,lorcaserin,phentermine,lorcaserin,False,False,
2905,belviq,phentermine,lorcaserin,False,False,
2906,contrave,phentermine,naltrexone,False,False,
2907,saxenda,phentermine,liraglutide,False,False,
2908,phermine,phentermine,False,False,True,
2909,pyrogen,phentermine,probenecid,False,False,
2910,anorectic,phentermine,False,False,False,
2911,yohimbine,phentermine,yohimbine,False,False,
2912,oby-cap,phentermine,False,False,False,
2913,phentrol,phentermine,False,False,False,
2914,pro-fast,phentermine,False,False,False,
2915,suprenza,phentermine,False,False,True,
2916,lomaira,phentermine,False,False,True,
2917,adipex-p,phentermine,False,False,True,
2918,pro-fast,phentermine,False,False,False,
2919,anorex-sr,phentermine,False,False,False,
2920,fastin-xr,phentermine,False,False,True,
2921,suprenza,phentermine,False,False,True,
2922,ionamin,phentermine,False,False,True,
2923,tenuate,phentermine,diethylpropion,False,False,
2924,bontril-sr,phentermine,False,False,False,
2925,phentercot,phentermine,False,False,True,
2926,phentride,phentermine,False,False,True,
2927,lomaira,phentermine,False,False,True,
2928,adipex-p,phentermine,False,False,True,
2929,suprenza,phentermine,False,False,True,
2930,ionamin,phentermine,False,False,True,
2931,pro-fast,phentermine,False,False,False,
2932,phentrol,phentermine,False,False,False,
2933,phentamine,phentermine,pheniramine,False,True,
2934,anorectic,phentermine,False,False,False,
2935,anorexigenic,phentermine,False,False,False,
2936,anorexiant,phentermine,False,False,False,
2937,appetite_suppressant,phentermine,False,False,True, pill
2938,weight_loss_drug,phentermine,False,False,True,
2939,fenfluramine,phentermine,fenfluramine,False,True,
2940,dexfenfluramine,phentermine,dexfenfluramine,False,True,
2941,sibutramine,phentermine,sibutramine,False,True,
2942,diethylpropion,phentermine,diethylpropion,False,False,
2943,bupropion,phentermine,bupropion,False,False,
2944,fluoxetine,phentermine,fluoxetine,False,False,
2945,topiramate,phentermine,topiramate,False,False,
2946,astin,phentermine,False,False,False,
2947,lomaira,phentermine,False,False,True,
2948,suprenza,phentermine,False,False,True,
2949,ionamin,phentermine,False,False,True,
2950,pro-fast,phentermine,False,False,False,
2951,phentermines,phentermine,phentermine,True,True,
2952,phentermine,phentermine,phentermine,True,True,
2953,anorectant_no._10,phentermine,False,False,True,
2954,fastin,phentermine,phentermine,True,False,
2955,ionamin,phentermine,False,False,True,
2956,lomaira,phentermine,False,False,True,
2957,pro-fast,phentermine,False,False,False,
2958,adipex-p,phentermine,False,False,True,
2959,suprenza,phentermine,False,False,True,
2960,adipex-p,phentermine,False,False,True,
2961,lomaira,phentermine,False,False,True,
2962,pro-fast,phentermine,False,False,False,
2963,fastin,phentermine,phentermine,True,False,
2964,anorex-sr,phentermine,False,False,False,
2965,adipex-p,phentermine,False,False,True,
2966,anorectic,phentermine,False,False,False,
2967,appetite_suppressant,phentermine,False,False,True, pill
2968,loestrin,phentermine,ethinyl_estradiol,False,False,
2969,redux,phentermine,dexfenfluramine,False,False,
2970,meridia,phentermine,sibutramine,False,False,
2971,sibutramine,phentermine,sibutramine,False,True,
2972,didrex,phentermine,benzphetamine,False,True,
2973,tenuate,phentermine,diethylpropion,False,False,
2974,ionamin,phentermine,False,False,True,
2975,obestat,phentermine,False,False,False,
2976,phenylpropanolamine,phentermine,phenylpropanolamine,False,False,
2977,pro-fast,phentermine,False,False,False,
2978,phendimetrazine,phentermine,phendimetrazine,False,True,
2979,suprenza,phentermine,False,False,True,
2980,adipex,phentermine,phentermine,True,True,
2981,phentremine,phentermine,False,False,True,
2982,anorectic,phentermine,False,False,False,
2983,anorexigenic,phentermine,False,False,False,
2984,appetite_suppressant,phentermine,False,False,True, pill
2985,adipex,phentermine,phentermine,True,True,
2986,obenix,phentermine,False,False,True,
2987,oby-trim,phentermine,False,False,True,
2988,ionamin,phentermine,False,False,True,
2989,phentride,phentermine,False,False,True,
2990,pro-fast,phentermine,False,False,False,
2991,anorectic,phentermine,False,False,False,
2992,phentermin,phentermine,phentermine,True,True,
2993,phetermin,phentermine,False,False,True,
2994,phenylethylamine,phentermine,phenethylamine,False,False,
2995,lopressor,phentermine,metoprolol,False,False,
2996,wellbutrin,phentermine,bupropion,False,False,
2997,prozac,phentermine,fluoxetine,False,False,
2998,phendimetrazine,phentermine,phendimetrazine,False,True,
2999,zantrex,phentermine,False,False,False,
3000,adipex,phentermine,phentermine,True,True,
3001,anorectic,phentermine,False,False,False,
3002,anorexigenic,phentermine,False,False,False,
3003,qsymia,phentermine,phentermine,True,True,
3004,tenuate,phentermine,diethylpropion,False,False,
3005,neobes,phentermine,False,False,False,
3006,didrex,phentermine,benzphetamine,False,True,
3007,pro-fast,phentermine,False,False,False,
3008,rapid-tone,phentermine,False,False,False,
3009,quick-trim,phentermine,False,False,False,
3010,ionamin,phentermine,False,False,True,
3011,phentrol,phentermine,False,False,False,
3012,adipex,phentermine,phentermine,True,True,
3013,fastin,phentermine,phentermine,True,False,
3014,obephen,phentermine,False,False,True,
3015,pro-fast,phentermine,False,False,False,
3016,zantryl,phentermine,False,False,True,
3017,midrin,phentermine,False,False,False,
3018,phendimetrazine,phentermine,phendimetrazine,False,True,
3019,hastens,phentermine,False,False,False,
3020,dexfenfluramine,phentermine,dexfenfluramine,False,True,
3021,fenfluramine,phentermine,fenfluramine,False,True,
3022,sibutramine,phentermine,sibutramine,False,True,
3023,redux,phentermine,dexfenfluramine,False,False,
3024,obestin,phentermine,False,False,False,
3025,anorectic,phentermine,False,False,False,
3026,appetite_suppressant,phentermine,False,False,True, pill
3027,weight_loss_drug,phentermine,False,False,True,
3028,adipex,phentermine,phentermine,True,True,
3029,lonamin,phentermine,False,False,True,
3030,plegine,phentermine,False,False,True,
3031,ionamin,phentermine,False,False,True,
3032,meridia,phentermine,sibutramine,False,False,
3033,pro-fast,phentermine,False,False,False,
3034,redux,phentermine,dexfenfluramine,False,False,
3035,phentremine,phentermine,False,False,True,
3036,adipex-p,phentermine,False,False,True,
3037,anorex,phentermine,diethylpropion,False,False,
3038,obestin-30,phentermine,False,False,False,
3039,reductil,phentermine,sibutramine,False,False,
3040,sibutramine,phentermine,sibutramine,False,True,
3041,xenical,phentermine,orlistat,False,False,
3042,phentamine,phentermine,pheniramine,False,True,
3043,phentrol,phentermine,False,False,False,
3044,adipex,phentermine,phentermine,True,True,
3045,thermogenic,phentermine,False,False,False,
3046,hydroxycut,phentermine,False,False,False,
3047,anorectic,phentermine,False,False,False,
3048,appetite_suppressant,phentermine,False,False,True, pill
3049,anorectic,phentermine,False,False,False,
3050,diethylpropion,phentermine,diethylpropion,False,False,
3051,phendimetrazine,phentermine,phendimetrazine,False,True,
3052,didrex,phentermine,benzphetamine,False,True,
3053,sibutramine,phentermine,sibutramine,False,True,
3054,weight_loss_drug,phentermine,False,False,True,
3055,adipex,phentermine,phentermine,True,True,
3056,obestin,phentermine,False,False,False,
3057,phentrol,phentermine,False,False,False,
3058,pro-fast,phentermine,False,False,False,
3059,redux,phentermine,dexfenfluramine,False,False,
3060,terr-25,phentermine,False,False,False,
3061,phentremine,phentermine,False,False,True,
3062,anorectic,phentermine,False,False,False,
3063,anorexigenic,phentermine,False,False,False,
3064,anorex,phentermine,diethylpropion,False,False,
3065,lollipop,phentermine,False,False,False,
3066,supres,phentermine,False,False,False,
3067,tenuate,phentermine,diethylpropion,False,False,
3068,torpid,phentermine,False,False,False,
3069,trimspa,phentermine,trimebutine,False,False,
3070,adipex,phentermine,phentermine,True,True,
3071,lomaira,phentermine,False,False,True,
3072,suprenza,phentermine,False,False,True,
3073,ionamin,phentermine,False,False,True,
3074,phentremine,phentermine,False,False,True,
3075,pro-fast,phentermine,False,False,False,
3076,anorectic,phentermine,False,False,False,
3077,lorcaserin,phentermine,lorcaserin,False,False,
3078,contrave,phentermine,naltrexone,False,False,
3079,belviq,phentermine,lorcaserin,False,False,
3080,qsymia,phentermine,phentermine,True,True,
3081,saxenda,phentermine,liraglutide,False,False,
3082,phentermine/topiramate,phentermine,False,False,True,
3083,anorectics,phentermine,False,False,False,
3084,anorexiants,phentermine,False,False,False,
3085,lorcaserins,phentermine,False,False,False,
3086,qsymia,phentermine,phentermine,True,True,
3087,phentremine,phentermine,False,False,True,
3088,adipex,phentermine,phentermine,True,True,
3089,lomaira,phentermine,False,False,True,
3090,qsymia,phentermine,phentermine,True,True,
3091,suprenza,phentermine,False,False,True,
3092,pro-fast,phentermine,False,False,False,
3093,ionamin,phentermine,False,False,True,
3094,loprazolam,phentermine,loprazolam,False,False,
3095,phendimetrazine,phentermine,phendimetrazine,False,True,
3096,sibutramine,phentermine,sibutramine,False,True,
3097,topiramate,phentermine,topiramate,False,False,
3098,zonisamide,phentermine,zonisamide,False,False,
3099,phentarmine,phentermine,phentermine,True,True,
3100,anorectic,phentermine,False,False,False,
3101,anorexigenic,phentermine,False,False,False,
3102,appetite_suppressant,phentermine,False,False,True, pill
3103,oby-trim,phentermine,False,False,True,
3104,lomaira,phentermine,False,False,True,
3105,casein,phentermine,casein,False,False,
3106,duromine,phentermine,phentermine,True,True,
3107,jenny_craig,phentermine,False,False,False,
3108,weight_watchers,phentermine,False,False,False,
3109,nutrisystem,phentermine,False,False,False,
3110,fastin,phentermine,phentermine,True,False,
3111,lomaira,phentermine,False,False,True,
3112,phentremine,phentermine,False,False,True,
3113,obestin,phentermine,False,False,False,
3114,curvelle,phentermine,False,False,False,
3115,pro-fast,phentermine,False,False,False,
3116,apart,phentermine,False,False,False,
3117,phetermine,phentermine,phentermine,True,True,
3118,phentermines,phentermine,phentermine,True,True,
3119,l_phentermine,phentermine,False,True,True,
3120,anorectic,phentermine,False,False,False,
3121,appetite_suppressant,phentermine,False,False,True, pill
3122,adipex-p,phentermine,False,False,True,
3123,lomaira,phentermine,False,False,True,
3124,suprenza,phentermine,False,False,True,
3125,ionamin,phentermine,False,False,True,
3126,zantryl,phentermine,False,False,True,
3127,pentamin,phentermine,False,False,False,
3128,xantheline,phentermine,False,False,False,
3129,adipex,phentermine,phentermine,True,True,
3130,lomaira,phentermine,False,False,True,
3131,belviq,phentermine,lorcaserin,False,False,
3132,qsymia,phentermine,phentermine,True,True,
3133,diethylpropion,phentermine,diethylpropion,False,False,
3134,bupropion,phentermine,bupropion,False,False,
3135,topiramate,phentermine,topiramate,False,False,
3136,anorectic,phentermine,False,False,False,
3137,anorexigenic,phentermine,False,False,False,
3138,adipex,phentermine,phentermine,True,True,
3139,pro-fast,phentermine,False,False,False,
3140,fastin,phentermine,phentermine,True,False,
3141,obenix,phentermine,False,False,True,
3142,phentride,phentermine,False,False,True,
3143,anorectic,phentermine,False,False,False,
3144,weight_loss_drug,phentermine,False,False,True,
3145,adipex,phentermine,phentermine,True,True,
3146,fastin,phentermine,phentermine,True,False,
3147,anorex,phentermine,diethylpropion,False,False,
3148,suprenza,phentermine,False,False,True,
3149,toradate,phentermine,False,False,False,
3150,petrol,phentermine,False,False,False,
3151,phetermaine,phentermine,False,False,True,
3152,phetermines,phentermine,False,False,True,
3153,lysergic,phentermine,lysergic_acid_diethylamide,False,False,
3154,anorectic,phentermine,False,False,False,
3155,anorexigenic,phentermine,False,False,False,
3156,anorexiant,phentermine,False,False,False,
3157,anti-obesity_drug,phentermine,False,False,True, slang
3158,weight_loss_drug,phentermine,False,False,True,
3159,appetite_suppressant,phentermine,False,False,True, pill
3160,fastin,phentermine,phentermine,True,False,
3161,phentabz,phentermine,False,False,False,
3162,adipex,phentermine,phentermine,True,True,
3163,pro-fast,phentermine,False,False,False,
3164,yellow_jackets,phentermine,False,False,False,
3165,black_beauties,phentermine,False,False,True, drug
3166,phentamine,phentermine,pheniramine,False,True,
3167,phentramine,phentermine,False,False,True,
3168,adipex-p,phentermine,False,False,True,
3169,fastin,phentermine,phentermine,True,False,
3170,tenuate,phentermine,diethylpropion,False,False,
3171,didrex,phentermine,benzphetamine,False,True,
3172,pro-fast,phentermine,False,False,False,
3173,oxycho/oxy/qumict,phentermine,False,False,False,
3174,phentremine,phentermine,False,False,True,
3175,lorcaserin,phentermine,lorcaserin,False,False,
3176,contrave,phentermine,naltrexone,False,False,
3177,topiramate,phentermine,topiramate,False,False,
3178,bupropion,phentermine,bupropion,False,False,
3179,phendimetrazine,phentermine,phendimetrazine,False,True,
3180,ionamin,phentermine,False,False,True,
3181,tenuate,phentermine,diethylpropion,False,False,
3182,fastin,phentermine,phentermine,True,False,
3183,ionamin,phentermine,False,False,True,
3184,adipex,phentermine,phentermine,True,True,
3185,phenylpropanolamine,phentermine,phenylpropanolamine,False,False,
3186,ppa,phentermine,phenylpropanolamine,False,False,
3187,acxion,phentermine,False,False,True,
3188,anfepramona,phentermine,False,False,False,
3189,fenproporex,phentermine,False,False,False,
3190,dimethylphenidate,phentermine,dexmethylphenidate,False,False,
3191,dmp,phentermine,False,False,False,
3192,lomaira,phentermine,False,False,True,
3193,adipex,phentermine,phentermine,True,True,
3194,qsymia,phentermine,phentermine,True,True,
3195,ionamin,phentermine,False,False,True,
3196,belviq,phentermine,lorcaserin,False,False,
3197,contrave,phentermine,naltrexone,False,False,
3198,saxenda,phentermine,liraglutide,False,False,
3199,anorectic,phentermine,False,False,False,
3200,anorexigenic,phentermine,False,False,False,
3201,appetite_suppressant,phentermine,False,False,True, pill
3202,adipex,phentermine,phentermine,True,True,
3203,pro-fast,phentermine,False,False,False,
3204,anorex,phentermine,diethylpropion,False,False,
3205,suprenza,phentermine,False,False,True,
3206,phentride,phentermine,False,False,True,
3207,oby-trim,phentermine,False,False,True,
3208,acrylic,phentermine,False,False,False,
3209,phentremine,phentermine,False,False,True,
3210,phentmine,phentermine,False,False,True,
3211,adipex,phentermine,phentermine,True,True,
3212,lomaira,phentermine,False,False,True,
3213,vivus,phentermine,False,False,False,
3214,duromine,phentermine,phentermine,True,True,
3215,metermine,phentermine,False,False,True,
3216,ionamin,phentermine,False,False,True,
3217,tenuate,phentermine,diethylpropion,False,False,
3218,lopressor,phentermine,metoprolol,False,False,
3219,propranolol,phentermine,propranolol,False,False,
3220,tenormin,phentermine,atenolol,False,False,
3221,topamax,phentermine,topiramate,False,False,
3222,valium,phentermine,diazepam,False,False,
3223,xanax,phentermine,alprazolam,False,False,
3224,anorectant,phentermine,False,False,False,
3225,anorexigen,phentermine,False,False,False,
3226,anorexiant,phentermine,False,False,False,
3227,anorexigenic,phentermine,False,False,False,
3228,eutectic,phentermine,False,False,False,
3229,pro-fast,phentermine,False,False,False,
3230,phentrol,phentermine,False,False,False,
3231,adipex-p,phentermine,False,False,True,
3232,anorex,phentermine,diethylpropion,False,False,
3233,obenix,phentermine,False,False,True,
3234,oby-trim,phentermine,False,False,True,
3235,anoretic,phentermine,False,False,False,
3236,phendimetrazine,phentermine,phendimetrazine,False,True,
3237,didrex,phentermine,benzphetamine,False,True,
3238,sanorex,phentermine,False,False,False,
3239,meridia,phentermine,sibutramine,False,False,
3240,xenical,phentermine,orlistat,False,False,
3241,reductil,phentermine,sibutramine,False,False,
3242,sibutramine,phentermine,sibutramine,False,True,
3243,ionamin,phentermine,False,False,True,
3244,conscutor,phentermine,False,False,False,
3245,tenuate,phentermine,diethylpropion,False,False,
3246,fentermine,phentermine,False,False,True,
3247,phenyltertamine,phentermine,False,False,False,
3248,adipex,phentermine,phentermine,True,True,
3249,fastin,phentermine,phentermine,True,False,
