index term	DrugBank ID	widely discussed	GPT-3 synonyms
butorphanol	DB00611	False	'butorphan','torbutrol','torbugesic','butorphanol_tartrate','torbutrol_tartrate','butorphine','stadol','butorphane','butorphans','butorphanol','torbutol','butorphene','butor','butorph','butorphanol_sulfate','butorfenol','butorfanol','butorphanolum','stradol','liquid_stadol','butorphinol','stadol_ns','butorphanol_hydrochloride','butorfenal','buterphenol','butorphenal','bu-tor-fan-ol','butorfanolo','butorphanol_phosphate','bitorphanol','butorphen','butorpham','torbuterol','butorphaol','morphinan','butorphanol_acetate','butorpha','butorhanol','butorphanil','butophan','butorphic_acid','butorphanol_sodium','butorfanols','stadol_cf','butorphanol_tart','butorphanol_chloride','additionally,_butorphanol_can_be_referred_to_by_its_brand_names_including;_stadol,_toradol,_or_ketalar','butorphanol_citrate','butorphanol_lactate','butorphanol_gluconate','bu-tor-fa-nol','morphinan-3-ol','tartrate_de_butorphanol','butorphin','butor-fan-ol','butorp','butorphanal','butorphenol','butorph_enol','s-butorphanol','staldol','butorphanol_nasal_spray','staodol','butorphaned','mu-opioid_receptor_agonist','butorphanol_bitartrate','stedol','i.v._butorphanol','intramuscular_butorphanol','subcutaneous_butorphanol','stadol_so','torbotrol','butorphonol','generic_butorphanol','butorphal','torbugesic-forte','buorphanol','butorphanol_tenuate','butorphanol_shortate','butorphanol_10mg/ml'
sibutramine	DB01105	False	'reductil','subutramine','sibutamine','sibutramin','sibutramin_hydrochloride','anorexigenic_drug','sibutrimine','sibutramine','sibutramine_hydrochloride','sibutrim','ionamin','trim_raductil','super_reductil','super_sibutramine','siutramine','anti-obesity_drug','sybutramine','lonamin','sibutram','appetite-reducing_agent','subitramin','reductol','anti-obesity_medication','sibutramina','simbutramine','cibutramin','meridia_reductil','best_way_to_buy_sibutramine','ibutramine','subutramin','meridia_s','reductil_sr','sibrutamine','oby-trim','sibutrami','sibutramine_monohydrate','reductile'
allopregnanolone	DB11859	False	'allopregnenalone','allo-pregnanolone','allo-pregnanalone','5α-pregnan-3α-ol-20-one','5α-pregnane-3α-ol-20-one','3α-hydroxy-5α-pregnan-20-one','3α-hydroxy-5α-pregnane-20-one','allopregnanolon','allopregnanolone','5-allopregnanolone','allopregnane-3,5-dione','allopregnan','allopreg','allo-pregnenolone','5-alpha-pregnan-3-alpha-ol-20-one','allopregnanalone','allo-pregn-5-en-3-ol-20-one','allopregnenolone','allopregnolone','allosteroid','allopregnane','allopregnanol','allopregna','allopreg-nanolone','allopregnan-4-ol-3-one','allopregnan_3alpha-ol-20-one','5alpha-pregnane-3alpha-ol-20-one','5_alpha-pregnan-3_alpha-ol-20-one','5_alpha-pregnane-3_alpha-ol-20-one','(5alpha)-pregnane-3_alpha-ol-20-one','allopregnanediol','5alpha-pregnan-3alpha-ol-20-one','allopregnanetriol','allopregnanedione','allotetrahydrodeoxycorticosterone','3_alpha-hydroxy-5_alpha-pregnan-20-one','3_alpha-hydroxy-5_alpha-pregnane-20-one','allopregnone','allopregn-5-en-3-ol-20-one','5α-allopregnan-3β-ol-20-one','allopregn','allopregnanone','allopregenalone','allop','allopregnenolon','allopregnan-3alpha-ol','allopreg-5-en-3-ol-20-one','allopregnan-ol-one','allo-pregn-anol-one','allopreganolone','5alpha-pregnan-3alpha-olone','allo-pregnan-ol-one','allopreg-5-en-3-ol-7-one','allopr','allo-pregnenalone','allopregna-n-olone','allopregna-diol','tetrahydroprogesterone','allopregnalone','allo-pregn-an-ol-one','allo-preg','allo-pregnalone','allopregna-4-ene-3,20-dione','allopregna-4-en-3,20-dione','allopregnan-4-ol-3,20-dione','allopregna-5-ol-3-one','allopregnanlone','allo-pregnane-olone','5α-allopregnan-3α-ol-20-one','3α,5α-tetrahydroprogesterone','allopregnan-3-ol-17-one','5alpha-pregnan-3alpha-ol-17-one','allopregnanolne','allopregnenanolone','3alpha-hydroxy-5alpha-pregnan-20-one','allopregnan_one','allopregnan-3_beta-ol','allopregnan-3-ol','5-allopregnan-3alpha-ol-20-one','5-allopregnan-3-alpha-ol-20-one','allo-pregnane','allopregnanolone_acetate','allopregnanolone_sulfate','allopregnane-3,20-diol','allopregnane-3alpha,20beta-diol','allopregnane-3beta,20alpha-diol','allopregnanolone_and_5-dihydroprogesterone','5-pregnen-3alpha-ol-20-one','allopregna-5-en-3-ol-20-one','allopreg-4-en-3-one','allopregn-4-en-3-one','epipregnanolone','allopregnanolone_propionate','allopregnanolone_butyrate','alloe_regnanolone','allopregna-4-ol-3-one','allopregnaolone','allopregnonolone','allopregna-olone','5alpha-pregnan-3alpha-ol','5alpha-pregnane-3alpha-ol','5α-pregnane-3α-ol-20-one_acetate','5α-pregnane-3α-ol-20-one_propionate','5α-pregnane-3α-ol-20-one_sulfate','3α-hydroxy-5α-pregnan-20-one_acetate','3α-hydroxy-5α-pregnan-20-one_propionate','3α-hydroxy-5α-pregnan-20-one_sulfate','epipregnanolone_sulfate','5α-pregnane-3β-ol-20-one','3β-hydroxy-5α-pregnan-20-one','5α-pregnane-3β-ol-20-one_acetate','5α-pregnane-3β-ol-20-one_propionate','5α-pregnane-3β-ol-20-one_sulfate','3β-hydroxy-5α-pregnan-20-one_acetate','3β-hydroxy-5α-pregnan-20-one_propionate','3β-hydroxy-5α-pregnan-20-one_sulfate','5-alpha-pregnan-3alpha-ol-20-one','allopregnan-3-ol-20-one','allopregnan-3-ol-7,15-dione','allopregnanolone_valerate','allopregnanolone_enanthate','5alpha-pregnan-3α,20α-diol','allopregn-enolone','allopregnan-olone','9-allopregnanolone','allopregna-16,16-diol','5alpha-pregnan-16alpha-ol-3,20-dione','allopreg-17-en-3-ol','5alpha-pregnen-3alpha-ol-20-one','5-alpha-pregnan-3_alpha-ol-20-one','allopregnanolone.','5-alpha-pregnane-3-alpha-ol-20-one','allo-preg-nanolone','allopregnen','allo-pregnan-3-ol-20-one','5alpha-pregnan-3-ol-20-one','5alpha-dihydroprogesterone','allopregnan_9-ol','allopregananolone','allopregnan-4-ol','allopregnan-3alpha-ol-17-one','allopreg-3-ene-7,20-dione','(3α,5α)-7,20-dioxo-pregn-4-ene-21-al','3α,5α-thprog','allo_pregnane-3-ol-20-one','allopregna-nol-one','all-trans-5α-pregnan-3α-ol-20-one','pregnanolone','5α-pregnane-3α,21-diol-20-one','5α-allopregnan-3α-ol','3α,5α-allopregnan-17β-ol','(3α,5α)-pregnane-3,20-dione','allopregnanolone_oxide','5alpha-allopregnan-3alpha-ol-20-one','allopregnenolne','allo-pregnenol','allo-pregnan','allo-pregn','allopregn-anolone','allopregna-nolone','allopre-gnanolone','al-lopregnanolone','a-llopregnanolone','allopregn-analone','allopregna-nalone','allopregnane_glucuronide','4-allopregnen-3-one','allo-pregn-4-en-3-ol-one','5β-pregnan-3α-ol-20-one','3α-hydroxy-5β-pregnan-20-one','6-allyl-5α-pregnane-3,20-dione','(all-(5α,17β)-pregnan-3α-ol-20-one)','allopregnanolo','allopreg-5-enolone','5α-allopregnan-3α-ol-17β-one','allopregna-n-ol','allopregnane-3α,20β-diol','allopregnane-3β,20α-diol','5α-pregnan-3β-ol-20-one','allopregnan-3_alpha-ol','allopregnan-3_alpha-ole','3_beta-hydroxy-5_alpha-pregnan-20-one','5_alpha-pregnan-3_beta-ol-20-one','allopregnan-3alpha-ol-20-one','allopregnan-3α-ol-20-one','allo-pregnen-3alpha-ol-20-one','allopregnanolona','4-allopregnan-3,6,17-trione','allopregna-3,5-dione','allopreg-nanalone','3alpha-hydroxy-5alpha-pregnane-20-one','allopregna-4-en-3-one','(3α,5α)-pregnan-20-one','(3β,5α)-pregnan-20-one','5α-pregnane-3α,20α-diol','10-allopregnanolone','5_alpha_allopregnanolone','5-alpha_allopregnanolone','5α-allopregnanolone','allo-pregnane-3alpha-ol-20-one','allo-pregnane-3beta-ol-20-one','3beta-hydroxy-5alpha-pregnan-20-one','5alpha-pregnane-3beta-ol-20-one','5beta-pregnane-3alpha-ol-20-one','5beta-pregnane-3beta-ol-20-one','allopreg-5-en-3-ol-one','allopreg-5-ene-3,20-diol-one','allopregn-5-en-3-ol-one','allopregn-5-ene-3,20-diol-one','allopregna-4-en-3,6-dione','allopregnane-3,20-dione','5-allopregnan-3-ol-20-one','5-pregnan-3-ol-20-one','epiallopregnanolone','4-allopregnanediol','4-allopregnane-3,20-diol','5-alpha-dihydroprogesterone','5-beta-pregnan-3-alpha-ol-20-one','(3α,5α)-3-hydroxy-5α-pregnan-20-one','allopreg-ne-alone','5-_alpha-pregnan-3-_alpha-ol-20-one','5alpha-pregnane-3alpha,21-diol-20-one','5α-pregnane-3α,21-diol','4-allopregn-3-ol-17-one','5-allopregnan-3-ol','3-hydroxy-5-allopregnan-20-one','3-hydroxy-5-allopregnan-21-one','3-hydroxy-5-pregn-20-en-20-one','alloprgnanolone','allopregnano-lone','allopregnanolo-ne','allopreg-n-olone','allo-pregn-anolone','5-allopregnalone','5-allopregnanalone','3-allopregnanolone','3-allopregnalone','3-allopregnanalone','5α-allopregnalone','5α-allopregnanalone','5β-allopregnanolone','5β-allopregnalone','5β-allopregnanalone','ep_allopregnanolone','epi_allopregnanolone','5-allo-pregnanolone','5-allo-pregnalone','5-allo-pregnanalone','3-allo-pregnanolone','3-allo-pregnalone','3-allo-pregnanalone','5α-allo-pregnanolone','5α-allo-pregnalone','5α-allo-pregnanalone','5β-allo-pregnanolone','5β-allo-pregnalone','5β-allo-pregnanalone','ep_allo-pregnanolone','epi_allo-pregnanolone','5β-pregnane-3α-ol-20-one','5β-pregnan-3β-ol-20-one','5β-pregnane-3β-ol-20-one','(3α,5α)-pregnan-20-ol-3-one','(3α,5α)-pregnane-20-ol-3-one','(3β,5α)-pregnan-20-ol-3-one','(3β,5α)-pregnane-20-ol-3-one','(3α,5β)-pregnan-20-ol-3-one','(3α,5β)-pregnane-20-ol-3-one','(3β,5β)-pregnan-20-ol-3-one','(3β,5β)-pregnane-20-ol-3-one','5α-pregnan-3-ol-11,20-dione','5α-pregnane-3-ol-11,20-dione','5β-pregnan-3-ol-11,20-dione','5β-pregnane-3-ol-11,20-dione','(3α,5α)-pregnan-11,20-diol-3-one','(3α,5α)-pregnane-11,20-diol-3-one','(3β,5α)-pregnan-11,20-diol-3-one','(3β,5α)-pregnane-11,20-diol-3-one','(3α,5β)-pregnan-11,20-diol-3-one','(3α,5β)-pregnane-11,20-diol-3-one','(3β,5β)-pregnan-11,20-diol-3-one','(3β,5β)-pregnane-11,20-diol-3-one','8-allopregnanolone','allopregnan-5-ol-3-one','allopregnanolone_hydroxyprogesterone','allopregnan-3-ol-one','5-allopregnenolone','allopregn-4-en-3,16-dione','all-trans-pregnanolone','(3α,5α)-3-hydroxypregnan-20-one','all-trans-4-allopregnane-3,20-dione','5alpha-pregnane-3alpha-hydroxy-21-one','5α-pregnan-3α-olone','allopregnanolone_caproate','3alpha,5alpha-dihydroxy-pregnan-20-one','4-allopregnan-3-ol','all-trans-5alpha-pregnan-3alpha-ol-20-one','allopreg-3-en-17-ol','alloprenanolone','allopregnanolonel','allopregna-3,5-diol','allopregn-3,5-diol','allopregnane-4,9-dien-3,20-dione','all-trans-pregnen-3-ol-20-one','allopregn-4-ene-3,20-dione','(3alpha,5alpha)-pregnan-20-one','5α-preg-3α-ol-20-one','5beta-pregnan-3alpha-ol-20-one','5-pregnane-3alpha-ol-20-one','3α,5α-pregnan-20-one','pregnan-3α-ol-20-one','5-allopregnan-3α-ol-20-one','(3α,5α)-allopregnan-20-one','3alpha-oh-5alpha-pregnan-20-one','5alpha-pregn-5-en-3alpha-ol-20-one','alloprogesterone','alopregnanolone','allopregnan-4-en-3-one','allopregnen-3-ol-20-one'
methyprylon	DB01107	False	'methyprylon','using_methyprylon','methy-prylon','methypylon','all_of_the_listed_words_are_ways_to_say_methyprylon.'
oxazepam	DB00842	False	'serax','oxapan','oxapam','oxazepan','oxazepam','serepax','tranxene','alepam','adumbran','oxacepam','seresta','paxipam','oxypam','serenid','xazepam','oxascand','ox-pam','dormonoct','oxazepine','doc-oxazepam','oxepam','oxazepin','oxazepa','oxpam','oxatsepam','normison','anxiolit','oxyzepam','oxazepama','oxazep_dinner','oxazep','oxazepines','h-oxazepam','oxapem','pinazepam','ozaepam','desmethyldiazepam','oxaze','oxazepam_oxide','ox_z_mat','serapax','chlorazepate','oxa-zepam','ozepam','oxzepam','oxazepam_hydrochloride','oksazepam','azep'
pentobarbital	DB00312	False	'sodium_pentobarbital','pentobarbitone','barbiturate','pentobarbital_sodium','pentobarbitol','pentobarbiturate','pentobarb','pentobar','pento','barb','barbiturates','sodium_barbital','pentobarbituric_acid','penthobarbital','5(5)-ethyl-5-(1-methylbutyl)-barbiturate','5(5)-ethyl-5-(1-methylpropyl)-barbiturate','pento_barb','pentobarbiton','phenobarbitol','butobarbital','pentobarbat','pentobarital','donnatal','pentobarbitones','secobarbitol','barbituates','pentobarbitone_sodium','neobarbital','heptobarbital','pentabarbital','pentobarbal','pentobarbitals','pentobarbil','pentobarbs','cyclobarbital','pentobarbitalum','pentobarbit','pentobarbian','pentobarbitol_pentobarbital','pental','thiopentone','nembutal','brevital','pentobarbiturat','pentobarbitur','tetrabarbital','nembutol','pentobarbitol_sodium','butobarbitone','pentobarbisodium','pentobarbtal','pentobarbutal','pentobarbitonal','pentobarbitale','short-acting_barbiturate','pentobarbiturici','pentobarbel','pentobarbe','5-ethyl-5-(1-methylbutyl)-barbituric_acid','5-ethyl-5-(1-methylbutyl)_barbiturate','5-ethyl-5-sec-butylbarbiturate','pentobarbital_acid','euthanasia_solution','barbitonic','penthal','penthotal','somnopenthyl','pentobarital_sodium','pentohexobarbital','pentobarbie','barbital_sodium','pentobarbital','euthanasia_drug','lethal_injection_drug','desbutals','nembutal_sodium','utobarbitone','barbitur','pentabarbital_sodium','penthothal','pentobarbitans','pentobarbitall','sodium_pentothal','sodium_thiopental','tetrabarbital_sodium','nembutals','nembutyls','pentobarbatol','pentobarbitaline','pentobarbitallate','carbrital','pentobarbito','pentobarbitral','pentobarbal_sodium','hexobarbitol','hypnotal','pentobarbital_sodiums','endobarbital','pentobarital_sodium_salt','penthal_sodium','5-ethyl-5-(1-methylbutyl)-barbiturate','ethy_barbiturate','pantobarbital','pentobarbitos','fast-acting_barbiturate','obarbital','butobarbitol','pentobarbin','dying','euthanasia','penobarb','penobarbitone','barbital_pentose','pentobarbita','pentoject','sombulex','pentobarbiturates','pentotal','tiopentobarbital','pentobarbi-','ethylmalonylurea','pentobarbital_narcotic','pentobarbital_barbiturate','soluble_barbiturate','pentobarbitural','solfoton','allylbarbituric_acid','pentabarb','thiopental_sodium','tiopental_sodium','pentobarbitol_na'
ezogabine	DB04953	False	'gabit_there_are_no_other_ways_to_say_ezogabine.','ezogabine','ezogabin','potiga','a_esogabine','b_esogabine','c_esogabine','d_esogabine','e_esogabine','f_esogabine','g_esogabine','ezo-_potiga','ezo-_trobalt','ezo-_gabitrol','ezogabine_tartrate','ezogabine_hydrochloride','ez-ogabine','zogabine','ezogabine_mesylate','ez-o-gabine','esogabine','ezoc','rt3-ezogabine','ezo_gabine','ezo-gabine','ezg','zog','ezogab_one','exogabine','ezatiostat','ezogabina','ezoga','etigabine'
glutethimide	DB01437	False	'glutethmide','glu-thimide','glu-tet-imide','glu-te-thim-ide','gluteo','pyrithyldione','gluethimide','pms-glutethimide','valmid','glutethimide','glutethimide_withdrawal','p-ethyl-phenethyl-glutarimide','glutethimide_hydrochloride','gluteth','chloral_betaine','glutethamide','glutethimide_derivative','glutethimide-containing_drug','glutethimide_preparation','levo-doriden','p-diethylaminoethyl_glutethimide','p-diethylaminoethyl-2-glutarimide','p-ethyl-2-glutarimide','p-isopropylaminoethyl_glutethimide','tethimide','phenylglutethimide','meth_((+)-_glutethimide)','d-glutethimide','glutarimide','doriden','p_chlorophenyl_glutethimide','noludar','prylon-3-hydroxy','glutethimide_powder','glutethimide_solution','glutethimide_tablets','levo_glutethimide','methy_glutethimide','glutethimidum','glu_or_gluethimide','glutethimide_monohydrate','doridenes','doridin','doridines','gluthimide','gluthethimide','glutethemide','generic_name:_glutethimide','doridene','glutethimides','glutethim','glutinosity','glutethimide_oxide'
chlorhexadol	DB01534	False	
tramadol	DB00193	True	'ryzolt','ultram','zytram','tramundin','tramagetic','tramacet','tramal','zydol','dolcet','ralivia','trammadol','tramadel','tramodol','tramalol','tramacip','tramabol','tramadol','tramul','tradol','tramake','';_tramal','tramdol','tramodale','rybix','dolotram','tramydol','transdol','dolzam','adolonta','tramedol','conzip','fusepaq','acadol','tralgit','tranidol','contramal','acetaminophen/tramadol','trampadol','tramudol','trapadol','ultracet','tramidol','tramodoll','tramadale','tramquel','tramagetics','tradolan','zamudol','traminol','tramodyl','tramasol','tramapine','tramol','zaldiar','trammedol','tramodols','tramedl','tramacol','rybix_odt','ultracets','tramdal','tramitol','trammal','tramaset','tramisol','tramadol_hydrochloride','zamadol','tramadol_50mg','tramadolin','tramaol','treamadol','transit,_traminol','tramital','topalgic','as_tramadol','tramsdol','tranadol','tromadol','tramazac','tramadol_hcl','dromodol','zydol_sr','transadol','tramazol','pain','tremadol','tridural','tramodl','tramagit','tramadolor','tramoset','66__tramal','trambol','tadol','tradamol','tamadol','trymadol','tramotol','tridol','traumadol','zomorph','tramadole','pain-off_(tramadol)','pain_relief_tramadol','tramydal','tranedol','tryptizol','tramdoll','tramasols','rez_(dextropropoxyphene)','cod_tramadol','ortho-mcneil','treminol','ixprim','fusepaq_synapryn','tramdolol','tramodal','tramadol/paracetamol','tramadyl','tramag','mabron','tramadal','tramuel','tramaced','pacerone','apo-tram','tramdor','tremanol','trumedol','trumadol','tramaz','tramagon','elavil','endep','analgesics','traamdol','treamdol','tremedol','trimeldal','tramiadol','tramadore','tramagol','tramasole','tramatol','tramyl','tramdole','tramnol','dolargan','tramsadol','tramosol','pain_relieving_tablets','tramadolo','tra,madol','trammol','tramafol','apo-tramadol','maxitram','tromodol','tramidel','tramdorf','tramadil','tryptanol','taradol','tramindol','tramazoles','tramazole','trodon','tramendol','tramadol_hydrochloride_extended-release','tramadol_extended-release','tramadol_er','tramadol_ir','tramadol-acetaminophen','tramake-ultracet','tramedal','domadol','trmadol','tramaldol','traumodol','trymidol','advil/tramadol','tramadol/ibuprofen','tracadol','ortram','tramadin','tramadile','traidol','tramytol','trami-dol','tramsol','con_zip','tramosel','1-tramadol','tramadex','prescription_tramadol','tram-dol','ultraset','tramodole','painadine','tmadol','tramazoline','tramadold','tramaloc','tramlod','tramace','tramerol','tramadolum','tramarol','tramoure','tramedole','tramadoles','tramodals','tranodol','tranadols','tramulief','tramahexal','tramax','tramacets','ultrams','tramdel','trammed','pang,_ultram'
zaleplon	DB00962	False	'ocinaplon','zaleplon','zaleplon_hydroxybutanoate','zaleplons','zaleplones','zalepton','stilnox','zoldem','starnoc','zalepron','zaleyon','zaleplen','zalepla','zaleplas','zaleplo','zaleplone','sleeping_pill','sof_lunesta','zoplicone','sleep_medication','zalepon','zalepl_december','zalepl_march','zaleplon_hydrochloride','z-aleplon','zaleplon_tartrate','zaleplos','apo-zaleplon','zalep','zolpimist','zalepons','zaleplom','zaleplonf','zaleplam','zalepl0n','z-drugs','drugs_similar_to_zaleplon','zaleplon_hydrate','sleep-sonata','zaleplin','zalephon','sonataside','zalep_willing','zalepon_willing','zaleplon_willing','new_sleep_medication','st_sonata','zaleplonas','zaleppon','deep_sleep','fast_asleep','zapalons','r-zopiclone','s-zopiclone','indiplon','zaleplon_sodium','data:zaleplon','other_sleep_aids','zaleplon_capsule','zaleplon_tablet','eszopiclon','zalaphon','insomnia_medication','starnoc_plus','zaleplon_sulfate','zaleplon_oxide','zaleplon_amine','zaltoprofen','falling_asleep','zaleplab','zaloplon','sonatas_er','sonatas_co','sonatas_xo','sonatas_so','zapelon','dormizol','d_sonata','zaleplon-5','zaleplon_10','zaleplon_15','zalep_lon','zaleplo_pn','insomnia_drug','sleep_drug','pr._zaleplon','zalepu','zale_data','zaleolon','novo-zaleplon','nu-zaleplon','zaleplon_er','zapalon','aleplon','sonates'
quazepam	DB01589	False	'tazepam','quazepine','quazepam','quazepone','quazipam','dorals','quazepin','quazepon','quazepim','mazepam','durapam','restoril','quazepan','quazepamum','quozepam','quaze-pam','quazepam_hydrochloride','quazepam_monohydrate','lequazepam','fluraz','liquid_quazepam','quazepamor','quazepamal','quazepame','quazepam_sulfate','quasipam','f_quazepam','g_quazepam','h_quazepam','j_quazepam','l_quazepam','n_quazepam','p_quazepam','d-quazepam','temazapan','quazepam_(generic_name)','quazepam_and_others','quazepam_tablets','quazepam_suspension','quzepam','quazapam','apo-quazepam','quaze,_quazepam','kazepam','quazepam_dihydrochloride','qua-zepam','eszopi','q-doral','mozepam','flumazepam','edoral','q-z-p-m','fen_quazepam','quazepam_oral_solution','quazepam_powder','quazepam_phosphate','quazepam_chloride','dorall','dorrall','dorral','dalmane'
pemoline	DB01230	False	'pemoline','pemoline_blue','pemoline_green','pemoline_orange','pemoline_purple','pemoline_red','pemoline_yellow','pemoline_fumarate','pemoline_acetate','pemoline_bitartrate','pemoline_maleate','pemoline_phosphate','pemoline_sulfate','pemoline_hydrochloride','pemoline_tartrate','pemoline_oxide','pemoline_chloride','pemolinum','pemoline-c','fenozolone','pemoline_sodium','pemoline_magnesium','pemoline_calcium','pemolin','pemoline_lactate','pemoline_magnesium_sulfate','pemoline_carbonate','pemorin','pemoline_succinate','pemoline_monohydrate','pemoline_potassium','pemoline_malate','cylert','apo-pemoline','thozalinone','pemoline_(brand_name)','pemoline_nitrate','penline','cylett','pemoline_bromide','pemoline-ferrous_citrate_complex','pemoline-sr','pemoline_chips','pemoline_chews','pemoline_tablets','pemoline_calcium_sulfate','pemoline_sodium_sulfate','pemoline_potassium_sulfate','pemoline_aluminum_sulfate','pemoline_salt','pemoline_free_acid','permoline','pomoline','pemolina','pemoline_acid','pemoline_derivative','pemoline-like_compound','pemoline-containing_compound','pemoline_hydrate','pemoline_iodide','pemoline_cyclate','pemoline_mesylate','pemoline_anhydride','pemoline_ester','pemoine','penoline','pemoline_sulphate','pemoline_cylert','pemoline_fluoride','pemoline_hcl','pemoline_citrate','trimethyl_pemoline','pemoline_oxalate','pemoline-d','pemoline-g','pemoline-l','pemoline-m','pemoline-s','pemoline-t','pemoline-u','pemoline_bisulfate','pemoline-f','pemoline_dihydrate','pemolone','cns_stimulant','pemoline_lithium','pemoline_sodium_phosphate','pemoline_calcium_pantothenate','pemoline_potassium_iodide','pemoline_toluene','pemolinol','pemoline_monoamine_oxidase_inhibitor','pemoline_phenethylamine','pemoline_base','betanamin','zylert','pemoline_derivate','extended-release_pemoline','immediate-release_pemoline','taking_too_much_pemoline_can_lead_to_liver_damage.','pemoline_is_a_central_nervous_system_stimulant.','pemoline_may_be_habit-forming.','pemoline_vinyl_sulfone','pemoline_glutamate','pemoline_er','pemoline_sr','pemoline_gluconate','pemoline_indication','pemoline_dosage','pemoline_n.f.','pemoline_caffeine','tetramisole','pemoline_pyrophosphate','pemolene','pemoline/betanamine','pemoline_(trade_name)','pemoline-d6','pemoline_dihydrogen_phosphate','pemoline_anhydrous','lund_symmetrel','pem_or_pemoline','pemoline_aluminum','pemoline_lithium_sulfate','pemoline_suspension','pemoline_oral','pemoline_anhydrate','pemoline_ammonium_sulfate','pemolines','pemoline's','pemoline_amide','pemoline_trichloroacetate','pemoline_butyrate','pemoline_valerate','mineral_pemoline','pemoline_(generic_name)'
diethylpropion	DB00937	False	'diethylpropion','diethylproprion','diethylpropin','diethylpropane','dietyl','diethylproion','diethylp','diethylcathinone','amfepramone','tenuate','pyrovalerone','regenon','tenuate_dospan','tepanil','appetite_suppressant','dimethylproprion','diethylpropion_hydrochloride','controls_appetite_','ppetite_suppressant','diethylpropanol','ethylpropion','cathinone_diethylpropionate','ethcathinone','cravings','appetite','hunger_suppressant','diethylpropan-2-amine','n,n-diethylprop-2-amine','propiophenone','propropion','dexfenfluramine_hydrochloride','fenfluramine_hydrochloride','dimethylcathinone','appetite_suppressants','diethylpropanoate','diethylpropene','diethyl-','diethane','diethylpropan','hunger_blocker','diethylpro','dietylproprion','diethyl','ethylpropionate','deithylpropion','depletite','diethyl-propion','hunger_suppressor','inibex','craving_suppressant','diethylprop','dietyls','propropions','dospan','dithylpropion','emaciation','tenulate','d-ethylpropion','ethyl_diethylpropionate','diethylbupropion','proproion','diethylpropanoic','diethylpropionic','prodi','ethyl_prop','control_appetite','diethylpropamine','diethylpropion_hcl','appetite_suppressor','weight_loss_agent','dietylpropion','refresh_diethylpropion','pyrrolidine','suppress_appetite','control_hunger','2-diethylamino-1-propanone','depropion','pro-pion','diethyl-p','central_anorectic_agent','central_anorectic_agents','ropene','diethylpropion_sulfate','diethylpropionamide'
stanolone	DB02901	False	'stanolone-based','stanolone','stanolon','androstanolone','stanalone','17-hydroxy-5alpha-androstan-3-one','stanolone_acetate','stanolone_enanthate','stanolone_propionate','stanolone_phenylpropionate','stanolone_cream','stanolone_gel','stanoz_theol','dihydrotestosterone_acetate','stanolone_cypionate','stanolone_undecanoate','stanolone-free','stanolone_salt','stanolone_ester','stanolone_amide','dihydroepitestosterone','dihydrotestosterone_propionate','stanalone_dihydrotestosterone','anabolex','3-oxo-5α-androstan-17β-ol','stanolonn','stanolonez','stanolone_undecylenate','stanolones','5-alpha-androstanolone','5a-androstan-17β-ol-3-one','stanoloned','stanolon_one','stanolon_esters','stanolone_butyrate','stanolone_valerate','stanolone_decanoate','stanolone-3-ol','stanolon_dihydrotestosterone','stanolon_testosterone','stanolon_5a-dihydrotestosterone','stanolon_5a-reductase_inhibitor','estanolone','stanolone_supplements','stanol0ne','stanolone-like','stanolone_mimic','stanolone_hexanoate','stanolone_caproate','stanolone_derivative','epi-stanolone','stanolone_suspension','stanolone_peptide','androstanalone','supplement_your_anabolic_diet_with_stanolone_to_help_increase_your_strength_and_size.','take_stanolone_before_or_after_your_workout_to_help_improve_your_results.','add_stanolone_to_your_protein_shake_or_smoothie_for_an_extra_boost.'
